track_name,artist_name,artist_popularity,artist_genres,artist_followers,track_popularity,track_acousticness,track_danceability,track_duration_ms,track_energy,track_instrumentalness,track_loudness,track_tempo,track_valence
Big tonka (feat. Lil Uzi Vert),Yeat,80,"pluggnb, rap",777203,68,0.00652,0.667,207760,0.67,0,-7.081,130.082,0.208
No Love (with SZA & Cardi B) - Extended Version,Summer Walker,78,"pop, r&b",3625986,70,0.192,0.722,276214,0.613,0,-4.996,133.937,0.607
Feel My Rhythm,Red Velvet,73,"k-pop, k-pop girl group",6976501,79,0.0648,0.412,210253,0.94,0,-2.171,157.964,0.423
Dream Girl Evil,Florence + The Machine,77,"baroque pop, pop, uk alternative pop",5937620,72,0.0118,0.553,227374,0.71,0.00111,-6.657,83.026,0.262
Last Call,Khalid,84,"pop, pop r&b",15270505,73,0.0254,0.553,191376,0.727,0.0113,-6.905,173.972,0.286
We Set The Trends (feat. Migos & ‎Juelz Santana) - Remix,Jim Jones,60,"gangster rap, harlem hip hop, hip hop, pop rap, rap, trap",563283,68,0.0771,0.801,217815,0.794,0,-4.674,119.044,0.757
In Da Getto,J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,2,0.0177,0.924,130667,0.723,2.61E-05,-3.142,126.998,0.643
Go Hard 2.0,Juice WRLD,88,"chicago rap, melodic rap",24114636,68,0.611,0.616,214728,0.463,4.65E-06,-7.666,145.289,0.0682
fake love don't last (feat. iann dior),Machine Gun Kelly,81,ohio hip hop,4604714,70,0.0226,0.659,143205,0.733,0,-4.878,146.053,0.763
MÉTELE AL PERREO,Daddy Yankee,88,"latin, latin hip hop, reggaeton, trap latino",27623489,3,0.0735,0.671,223244,0.764,0.0011,-2.422,180.183,0.706
PROBLEMA,Daddy Yankee,88,"latin, latin hip hop, reggaeton, trap latino",27623489,0,0.0613,0.773,184507,0.8,0.00403,-3.17,89.988,0.842
SÚBELE EL VOLUMEN,Daddy Yankee,88,"latin, latin hip hop, reggaeton, trap latino",27623489,1,0.0219,0.83,223366,0.623,0,-4.056,101.036,0.614
Open the Gate,Zach Bryan,79,oklahoma country,416727,66,0.00779,0.427,234772,0.606,3.80E-05,-5.014,148.977,0.531
Super,Cordae,68,"dmv rap, hip hop, rap, trap",1766641,68,0.113,0.899,177554,0.695,0,-4.749,139.027,0.394
In Da Getto,J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,2,0.0177,0.924,130667,0.723,2.61E-05,-3.142,126.998,0.643
In Da Getto,J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,1,0.0177,0.924,130667,0.723,2.61E-05,-3.142,126.998,0.643
Rojo,J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,2,0.15,0.652,151147,0.595,0.000106,-4.04,172.277,0.421
In Da Getto,J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,2,0.0177,0.924,130667,0.723,2.61E-05,-3.142,126.998,0.643
No Es Justo,J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,2,0.151,0.811,251267,0.812,0.000362,-4.47,87.98,0.689
BACK TO THE BASICS,Future,89,"atl hip hop, rap, southern hip hop, trap",11585626,68,0.442,0.765,177027,0.46,4.11E-06,-7.23,119.919,0.418
Miserable Man,David Kushner,63,gen z singer-songwriter,303786,74,0.926,0.632,232992,0.349,7.50E-05,-10.289,109.981,0.307
Pray,Jessie Murph,64,"alt z, pop",320409,73,0.726,0.588,146267,0.39,1.26E-05,-7.753,96.571,0.206
Otra Noche Sin Ti,J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,0,0.0751,0.503,228920,0.548,0.000234,-7.564,94.036,0.441
UN DIA (ONE DAY),J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,0,0.00638,0.58,232147,0.695,0,-8.244,168.124,0.402
Qué Más Pues?,J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,2,0.0254,0.904,217362,0.817,0.000141,-3.956,101.988,0.753
Bonita,J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,0,0.0153,0.774,265933,0.873,0.00506,-1.587,96.033,0.845
Otra Noche Sin Ti,J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,0,0.0751,0.503,228920,0.548,0.000234,-7.564,94.036,0.441
UN DIA (ONE DAY),J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,2,0.00638,0.58,232147,0.695,0,-8.244,168.124,0.402
Arcoíris,J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,0,0.08,0.611,187120,0.781,0,-5.261,186.162,0.413
LA CANCIÓN,J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,0,0.152,0.756,242573,0.646,1.81E-05,-5.795,176.088,0.429
Qué Más Pues?,J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,0,0.0254,0.904,217362,0.817,0.000141,-3.956,101.988,0.753
Sigue,J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,1,0.0515,0.889,159387,0.641,2.75E-05,-4.494,87.99,0.588
West Coast,OneRepublic,81,"dance pop, piano rock, pop, pop rock",13699438,76,0.317,0.685,192948,0.699,0,-7.803,134.057,0.884
Rolex® On A Redneck,Brantley Gilbert,66,"contemporary country, country, country road, modern country rock, redneck",2577321,67,0.309,0.651,179867,0.793,0,-4.571,130.012,0.381
Praise The Lord (feat. Thomas Rhett),BRELAND,62,"black americana, contemporary country",55236,67,0.0474,0.826,160290,0.603,0,-7.659,107.494,0.681
THE_EVIL_THAT_MEN_DO,$uicideboy$,81,"dark trap, new orleans rap, underground hip hop",4483493,68,0.132,0.566,173372,0.547,0.000166,-9.777,70,0.267
Please Do Not Lean (feat. BADBADNOTGOOD),Daniel Caesar,77,"canadian contemporary r&b, pop, r&b",3268134,71,0.241,0.67,240938,0.41,8.55E-06,-13.444,127.972,0.46
WIG (with Moneybagg Yo),DaBaby,83,"north carolina hip hop, rap, trap",9667695,69,0.0167,0.775,177987,0.5,0,-7.654,148.926,0.401
cinderella's dead,EMELINE,60,alt z,181990,74,0.33,0.596,120666,0.607,0,-6.179,119.882,0.531
double take,dhruv,66,"chill r&b, nyc pop, pop",292282,80,0.845,0.656,171743,0.436,0,-11.141,109.239,0.196
Over,Lucky Daye,70,"alternative r&b, indie r&b, pop, r&b",393724,71,0.502,0.65,207413,0.555,0,-5.971,103.081,0.352
feelz,Lil Peep,81,"emo rap, lgbtq+ hip hop",9099863,66,0.0372,0.743,145267,0.856,0,-6.276,147.638,0.932
Gogo Dance,El Alfa,76,"dembow, latin, rap dominicano, reggaeton, trap latino",2220172,76,0.12,0.596,173390,0.868,0.518,-4.95,118.02,0.705
Neck & Wrist (feat. JAY-Z & Pharrell),Pusha T,76,"hip hop, rap, southern hip hop, trap, underground hip hop, virginia hip hop",2455825,69,0.0223,0.625,209315,0.542,0,-4.365,152.403,0.328
No Es Justo,J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,1,0.151,0.811,251267,0.812,0.000362,-4.47,87.98,0.689
QUE PRETENDES,J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,0,0.0275,0.639,222347,0.791,0,-4.443,92.603,0.933
"die in california (feat. Gunna, Young Thug & Landon Barker)",Machine Gun Kelly,81,ohio hip hop,4604714,70,0.238,0.765,207008,0.606,4.14E-06,-7.495,98.948,0.197
Darl+ing,SEVENTEEN,76,"k-pop, k-pop boy group",6855551,76,0.296,0.71,176547,0.686,0,-4.926,96.06,0.483
That's Where I Am,Maggie Rogers,64,"indie pop, pop",829866,68,0.132,0.269,252760,0.764,0,-3.735,181.299,0.15
Watercolor Eyes - From “Euphoria” An HBO Original Series,Lana Del Rey,84,"art pop, pop",16413391,74,0.964,0.444,211613,0.26,0.0815,-10.045,120.443,0.121
WHERE WE ARE,The Lumineers,75,"folk-pop, pop, stomp and holler",4732518,66,0.759,0.573,172800,0.507,1.37E-06,-8.084,123.183,0.363
Girl Of My Dreams (with SUGA of BTS),Juice WRLD,88,"chicago rap, melodic rap",24114636,73,0.194,0.603,226149,0.771,0,-6.336,139.988,0.332
Mojando Asientos (feat. Feid),Maluma,83,"latin, reggaeton, reggaeton colombiano, trap latino",31060983,80,0.0352,0.773,252162,0.767,0,-4.019,94.99,0.49
j's lullaby (darlin' i'd wait for you),Delaney Bailey,56,"gen z singer-songwriter, indie pop",111708,70,0.498,0.54,290132,0.11,0.000614,-19.885,76.068,0.172
How Do I Make You Love Me?,The Weeknd,91,"canadian contemporary r&b, canadian pop, pop",45206489,72,0.0203,0.805,214215,0.498,2.37E-05,-7.927,121.006,0.636
Worst Day,Future,89,"atl hip hop, rap, southern hip hop, trap",11585626,69,0.11,0.646,184893,0.597,0,-6.045,88.506,0.6
Big Energy,Latto,72,"pop, r&b, trap queen",795715,72,0.0453,0.937,172540,0.793,0,-4.431,106.022,0.794
Crazy What Love Can Do,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,83,0.0282,0.601,169756,0.713,0,-3.758,122.872,0.464
The Last Goodbye (feat. Bettye LaVette),ODESZA,68,"chillwave, ninja",1389563,73,0.00752,0.667,358983,0.92,0.00232,-2.71,114.977,0.146
Krazy Krazy,Nardo Wick,69,"florida rap, rap, trap",246383,66,0.00207,0.593,141934,0.818,7.57E-06,-5.332,162.036,0.385
"Elliot's Song - From ""Euphoria"" An HBO Original Series",Dominic Fike,73,"alternative pop rock, pop",923696,72,0.849,0.394,150320,0.327,0,-14.291,93.358,0.411
"Lost and Found Freestyle 2019 (with Tyler, The Creator & Nigo)",A$AP Rocky,81,"east coast hip hop, hip hop, rap, trap",11190337,68,0.0185,0.458,174863,0.697,0,-5.02,172.584,0.495
when the party's over,Billie Eilish,87,"art pop, electropop, pop",62961139,6,0.979,0.484,199931,0.103,8.16E-05,-14.075,124.011,0.194
Happier Than Ever,Billie Eilish,87,"art pop, electropop, pop",62961139,1,0.767,0.332,298899,0.225,0.00349,-8.697,81.055,0.297
Strangers,Maddie & Tae,62,"contemporary country, country",914611,66,0.515,0.534,212667,0.632,0,-5.833,143.866,0.227
Take My Breath,The Weeknd,91,"canadian contemporary r&b, canadian pop, pop",45206489,73,0.0128,0.698,339023,0.769,0.00166,-7.154,121.02,0.354
NDA,Billie Eilish,87,"art pop, electropop, pop",62961139,8,0.329,0.765,195777,0.373,0.541,-9.915,85.015,0.59
bad guy,Billie Eilish,87,"art pop, electropop, pop",62961139,1,0.328,0.701,194088,0.425,0.13,-10.965,135.128,0.562
Your Power,Billie Eilish,87,"art pop, electropop, pop",62961139,2,0.934,0.625,245897,0.284,0.00031,-14.007,129.631,0.197
Happier Than Ever,Billie Eilish,87,"art pop, electropop, pop",62961139,0,0.767,0.332,298899,0.225,0.00349,-8.697,81.055,0.297
Happier Than Ever,Billie Eilish,87,"art pop, electropop, pop",62961139,1,0.767,0.332,298899,0.225,0.00349,-8.697,81.055,0.297
Happier Than Ever - Edit,Billie Eilish,87,"art pop, electropop, pop",62961139,2,0.0468,0.334,151444,0.599,0.000392,-5.742,161.74,0.127
Therefore I Am,Billie Eilish,87,"art pop, electropop, pop",62961139,2,0.218,0.889,174321,0.34,0.13,-7.773,94.009,0.716
Therefore I Am,Billie Eilish,87,"art pop, electropop, pop",62961139,4,0.218,0.889,174321,0.34,0.13,-7.773,94.009,0.716
Happier Than Ever,Billie Eilish,87,"art pop, electropop, pop",62961139,0,0.767,0.332,298899,0.225,0.00349,-8.697,81.055,0.297
Happier Than Ever,Billie Eilish,87,"art pop, electropop, pop",62961139,1,0.767,0.332,298899,0.225,0.00349,-8.697,81.055,0.297
Happier Than Ever,Billie Eilish,87,"art pop, electropop, pop",62961139,0,0.767,0.332,298899,0.225,0.00349,-8.697,81.055,0.297
Happier Than Ever,Billie Eilish,87,"art pop, electropop, pop",62961139,0,0.767,0.332,298899,0.225,0.00349,-8.697,81.055,0.297
Happier Than Ever,Billie Eilish,87,"art pop, electropop, pop",62961139,0,0.767,0.332,298899,0.225,0.00349,-8.697,81.055,0.297
Your Power,Billie Eilish,87,"art pop, electropop, pop",62961139,2,0.934,0.625,245897,0.284,0.00031,-14.007,129.631,0.197
MUSEO,Rauw Alejandro,89,"puerto rican pop, trap latino",11668105,78,0.763,0.793,255413,0.449,0,-7.212,108.937,0.322
Préstame Tu Corazón,Efecto Elegante,57,,10661,74,0.65,0.606,182073,0.29,0,-9.84,144.583,0.643
What’s My Name (with Queen Naija & Coi Leray),Fivio Foreign,75,"brooklyn drill, hip hop, new york drill, rap, trap",941017,70,0.0228,0.776,201399,0.58,0,-7.26,143.032,0.409
THE WAY THINGS GOING,Future,89,"atl hip hop, rap, southern hip hop, trap",11585626,67,0.0234,0.639,179493,0.743,1.72E-05,-4.917,175.067,0.27
No One Dies From Love,Tove Lo,74,"art pop, dance pop, electropop, metropopolis, pop, swedish electropop, swedish pop, swedish synthpop",3027501,75,0.0717,0.652,186018,0.801,1.22E-06,-6.632,121.099,0.346
Smokin Out the Window,Bruno Mars,87,"dance pop, pop",40743011,1,0.0558,0.627,197443,0.618,0,-8.529,82.03,0.848
Treasure - Cash Cash Radio Mix,Bruno Mars,87,"dance pop, pop",40743011,3,0.101,0.664,208279,0.944,0,-2.027,121.936,0.745
Leave the Door Open,Bruno Mars,87,"dance pop, pop",40743011,0,0.182,0.586,242096,0.616,0,-7.964,148.088,0.719
Treasure,Bruno Mars,87,"dance pop, pop",40743011,1,0.0412,0.874,178560,0.692,7.40E-05,-5.28,116.02,0.938
Grenade - Passion Pit Remix,Bruno Mars,87,"dance pop, pop",40743011,0,0.00391,0.704,370812,0.701,0,-4.314,108.992,0.584
Smokin Out the Window,Bruno Mars,87,"dance pop, pop",40743011,1,0.0558,0.627,197443,0.618,0,-8.529,82.03,0.848
Love's Train,Bruno Mars,87,"dance pop, pop",40743011,0,0.029,0.71,307014,0.625,1.10E-05,-9.008,140.994,0.784
If I Knew,Bruno Mars,87,"dance pop, pop",40743011,0,0.722,0.521,132640,0.413,0,-5.86,175.972,0.49
Talking to the Moon - Acoustic Piano,Bruno Mars,87,"dance pop, pop",40743011,7,0.867,0.352,217773,0.333,0,-6.423,99.511,0.208
Skate,Bruno Mars,87,"dance pop, pop",40743011,0,0.037,0.708,203123,0.598,0,-8.365,112.027,0.698
Clarity,Vance Joy,74,"folk-pop, modern rock, pop, pop rock",2621277,71,0.00137,0.552,227240,0.873,0.000273,-6.065,125.059,0.62
Your Power,Billie Eilish,87,"art pop, electropop, pop",62961139,2,0.934,0.625,245897,0.284,0.00031,-14.007,129.631,0.197
when the party's over,Billie Eilish,87,"art pop, electropop, pop",62961139,1,0.979,0.484,199931,0.103,8.16E-05,-14.075,124.011,0.194
Happier Than Ever - Edit,Billie Eilish,87,"art pop, electropop, pop",62961139,1,0.0468,0.334,151444,0.599,0.000392,-5.742,161.74,0.127
Happier Than Ever,Billie Eilish,87,"art pop, electropop, pop",62961139,0,0.767,0.332,298899,0.225,0.00349,-8.697,81.055,0.297
Therefore I Am,Billie Eilish,87,"art pop, electropop, pop",62961139,1,0.218,0.889,174321,0.34,0.13,-7.773,94.009,0.716
Trust Nothing (feat. Moneybagg Yo),King Von,75,"chicago rap, trap",1999563,66,0.153,0.941,185213,0.514,1.82E-06,-6.778,126.046,0.573
Neck & Wrist (feat. JAY-Z & Pharrell Williams),Pusha T,76,"hip hop, rap, southern hip hop, trap, underground hip hop, virginia hip hop",2455825,69,0.0223,0.625,209315,0.542,0,-4.365,152.403,0.328
Talking to the Moon,Bruno Mars,87,"dance pop, pop",40743011,19,0.512,0.523,217867,0.607,0,-4.754,145.837,0.0651
Just the Way You Are - 2010 Remix,Bruno Mars,87,"dance pop, pop",40743011,4,0.0321,0.666,238547,0.844,0,-5.087,109.015,0.453
Just the Way You Are - Carl Louis & Martin Danielle Club Mix,Bruno Mars,87,"dance pop, pop",40743011,0,0.0508,0.714,319747,0.82,0.0201,-6.264,126.998,0.645
Smokin Out the Window,Bruno Mars,87,"dance pop, pop",40743011,0,0.0558,0.627,197443,0.618,0,-8.529,82.03,0.848
Love's Train,Bruno Mars,87,"dance pop, pop",40743011,0,0.029,0.71,307014,0.625,1.10E-05,-9.008,140.994,0.784
24K Magic - R3hab Remix,Bruno Mars,87,"dance pop, pop",40743011,0,0.146,0.764,158678,0.708,0,-5.692,106.175,0.566
Love's Train,Bruno Mars,87,"dance pop, pop",40743011,0,0.029,0.71,307014,0.625,1.10E-05,-9.008,140.994,0.784
Leave the Door Open,Bruno Mars,87,"dance pop, pop",40743011,0,0.182,0.586,242096,0.616,0,-7.964,148.088,0.719
Love's Train,Bruno Mars,87,"dance pop, pop",40743011,0,0.029,0.71,307014,0.625,1.10E-05,-9.008,140.994,0.784
That's What I Like,Bruno Mars,87,"dance pop, pop",40743011,0,0.0146,0.852,205080,0.551,0,-4.951,134.061,0.85
Treasure - Audien Radio Edit,Bruno Mars,87,"dance pop, pop",40743011,0,0.00256,0.61,232381,0.866,1.43E-05,-3.473,126.041,0.467
Leave the Door Open,Bruno Mars,87,"dance pop, pop",40743011,1,0.182,0.586,242096,0.616,0,-7.964,148.088,0.719
Leave the Door Open,Bruno Mars,87,"dance pop, pop",40743011,0,0.182,0.586,242096,0.616,0,-7.964,148.088,0.719
Love's Train,Bruno Mars,87,"dance pop, pop",40743011,6,0.029,0.71,307014,0.625,1.10E-05,-9.008,140.994,0.784
Smokin Out the Window,Bruno Mars,87,"dance pop, pop",40743011,0,0.0558,0.627,197443,0.618,0,-8.529,82.03,0.848
Smokin Out the Window,Bruno Mars,87,"dance pop, pop",40743011,0,0.0558,0.627,197443,0.618,0,-8.529,82.03,0.848
Love's Train,Bruno Mars,87,"dance pop, pop",40743011,0,0.029,0.71,307014,0.625,1.10E-05,-9.008,140.994,0.784
The Lazy Song,Bruno Mars,87,"dance pop, pop",40743011,2,0.332,0.738,190213,0.804,0,-3.851,174.943,0.948
Love's Train,Bruno Mars,87,"dance pop, pop",40743011,1,0.029,0.71,307014,0.625,1.10E-05,-9.008,140.994,0.784
Leave the Door Open,Bruno Mars,87,"dance pop, pop",40743011,0,0.182,0.586,242096,0.616,0,-7.964,148.088,0.719
Skate,Bruno Mars,87,"dance pop, pop",40743011,2,0.037,0.708,203123,0.598,0,-8.365,112.027,0.698
Leave the Door Open,Bruno Mars,87,"dance pop, pop",40743011,3,0.182,0.586,242096,0.616,0,-7.964,148.088,0.719
Versace On the Floor (Bruno Mars vs. David Guetta),Bruno Mars,87,"dance pop, pop",40743011,2,0.108,0.748,228300,0.701,0,-4.901,100.01,0.573
Talking to the Moon,Bruno Mars,87,"dance pop, pop",40743011,1,0.512,0.523,217867,0.607,0,-4.754,145.837,0.0651
Believer,Imagine Dragons,87,"modern rock, rock",40280264,1,0.0504,0.766,204347,0.775,0,-4.267,124.751,0.695
Wrecked,Imagine Dragons,87,"modern rock, rock",40280264,0,0.149,0.625,244005,0.562,1.67E-05,-5.828,93.998,0.229
Start Over,Imagine Dragons,87,"modern rock, rock",40280264,1,0.00484,0.698,186080,0.931,0.000107,-5.049,98.02,0.752
Thunder,Imagine Dragons,87,"modern rock, rock",40280264,2,0.00866,0.601,187147,0.824,0.173,-4.757,167.965,0.246
Believer,Imagine Dragons,87,"modern rock, rock",40280264,0,0.0504,0.766,204347,0.775,0,-4.267,124.751,0.695
Thunder,Imagine Dragons,87,"modern rock, rock",40280264,0,0.00866,0.601,187147,0.824,0.173,-4.757,167.965,0.246
Believer,Imagine Dragons,87,"modern rock, rock",40280264,1,0.0504,0.766,204347,0.775,0,-4.267,124.751,0.695
Bad For Me,Kevin Gates,75,"baton rouge rap, pop rap, rap, southern hip hop, trap",5075401,62,0.0579,0.602,144979,0.605,0,-6.158,187.944,0.452
El Belicon,Peso Pluma,60,"corrido, corridos tumbados, nueva musica mexicana",14458,76,0.434,0.409,214398,0.713,0.000719,-6.713,97.029,0.725
Ocean,KAROL G,87,"latin, reggaeton, reggaeton colombiano",24898397,4,0.933,0.727,155947,0.482,0,-6.193,74.93,0.487
BICHOTA,KAROL G,87,"latin, reggaeton, reggaeton colombiano",24898397,1,0.212,0.863,178947,0.666,0.000493,-4.158,163.908,0.838
Mi Cama - Remix,KAROL G,87,"latin, reggaeton, reggaeton colombiano",24898397,2,0.299,0.815,196320,0.784,0,-4.423,162.958,0.832
Punto G,KAROL G,87,"latin, reggaeton, reggaeton colombiano",24898397,1,0.00938,0.791,183160,0.746,0.000125,-4.716,165.994,0.903
Ahora Me Llama,KAROL G,87,"latin, reggaeton, reggaeton colombiano",24898397,1,0.00947,0.652,233293,0.577,4.02E-05,-5.273,135.009,0.123
Tu Pum Pum,KAROL G,87,"latin, reggaeton, reggaeton colombiano",24898397,0,0.114,0.755,221120,0.829,6.50E-06,-4.972,89.597,0.734
AHHH HA,Lil Durk,84,"chicago drill, chicago rap, drill, hip hop, rap, trap",4075650,67,0.000114,0.676,186538,0.61,1.73E-06,-9.185,156.005,0.519
drug dealer (feat. Lil Wayne),Machine Gun Kelly,81,ohio hip hop,4604714,69,0.00602,0.633,172283,0.717,0,-3.875,142.951,0.602
LA PERRIE,Eslabon Armado,78,"corrido, corridos tumbados, nueva musica mexicana, sierreno",2165506,69,0.156,0.738,205693,0.785,0,-4.165,108.465,0.829
DÉJALOS QUE MIREN,KAROL G,87,"latin, reggaeton, reggaeton colombiano",24898397,0,0.704,0.844,167773,0.578,0.000126,-4.367,151.916,0.863
BICHOTA,KAROL G,87,"latin, reggaeton, reggaeton colombiano",24898397,1,0.212,0.863,178947,0.666,0.000493,-4.158,163.908,0.838
PROVENZA,KAROL G,87,"latin, reggaeton, reggaeton colombiano",24898397,2,0.656,0.87,210200,0.516,0.00823,-8.006,111.005,0.53
200 COPAS,KAROL G,87,"latin, reggaeton, reggaeton colombiano",24898397,1,0.766,0.5,198080,0.708,0,-4.803,184.685,0.898
La Dama,KAROL G,87,"latin, reggaeton, reggaeton colombiano",24898397,1,0.122,0.844,208400,0.781,0.000154,-5.856,100.01,0.734
BICHOTA,KAROL G,87,"latin, reggaeton, reggaeton colombiano",24898397,0,0.212,0.863,178947,0.666,0.000493,-4.158,163.908,0.838
SEJODIOTO,KAROL G,87,"latin, reggaeton, reggaeton colombiano",24898397,0,0.157,0.822,181107,0.736,0.000781,-3.969,175.93,0.679
BICHOTA,KAROL G,87,"latin, reggaeton, reggaeton colombiano",24898397,0,0.212,0.863,178947,0.666,0.000493,-4.158,163.908,0.838
LOCATION,KAROL G,87,"latin, reggaeton, reggaeton colombiano",24898397,1,0.0433,0.772,265240,0.758,0,-3.891,115.977,0.654
Wrecked,Imagine Dragons,87,"modern rock, rock",40280264,4,0.149,0.625,244005,0.562,1.67E-05,-5.828,93.998,0.229
Enemy - From the series Arcane League of Legends,Imagine Dragons,87,"modern rock, rock",40280264,0,0.247,0.722,173381,0.745,0,-4.164,77.029,0.52
Believer,Imagine Dragons,87,"modern rock, rock",40280264,0,0.0504,0.766,204347,0.775,0,-4.267,124.751,0.695
Wrecked,Imagine Dragons,87,"modern rock, rock",40280264,0,0.149,0.625,244005,0.562,1.67E-05,-5.828,93.998,0.229
On Top Of The World,Imagine Dragons,87,"modern rock, rock",40280264,0,0.0897,0.588,192800,0.925,4.89E-06,-5.584,99.83,0.759
Next To Me,Imagine Dragons,87,"modern rock, rock",40280264,1,0.277,0.305,230289,0.666,9.83E-05,-4.459,168.029,0.392
Follow You,Imagine Dragons,87,"modern rock, rock",40280264,0,0.00209,0.542,175644,0.732,7.92E-05,-5.956,124.912,0.489
Moonshine,Bruno Mars,87,"dance pop, pop",40743011,0,0.21,0.706,228573,0.782,4.86E-06,-4.353,104.983,0.418
Love's Train,Bruno Mars,87,"dance pop, pop",40743011,0,0.029,0.71,307014,0.625,1.10E-05,-9.008,140.994,0.784
Smokin Out the Window,Bruno Mars,87,"dance pop, pop",40743011,0,0.0558,0.627,197443,0.618,0,-8.529,82.03,0.848
Locked Out of Heaven,Bruno Mars,87,"dance pop, pop",40743011,1,0.049,0.726,233478,0.699,0,-4.165,143.994,0.866
Smokin Out the Window,Bruno Mars,87,"dance pop, pop",40743011,0,0.0558,0.627,197443,0.618,0,-8.529,82.03,0.848
Treasure - Bailey Smalls Radio Edit,Bruno Mars,87,"dance pop, pop",40743011,0,0.24,0.651,212903,0.874,0.000776,-4.977,128.01,0.477
Chunky,Bruno Mars,87,"dance pop, pop",40743011,1,0.0208,0.571,186973,0.539,0,-4.446,202.103,0.727
Smokin Out the Window,Bruno Mars,87,"dance pop, pop",40743011,0,0.0558,0.627,197443,0.618,0,-8.529,82.03,0.848
Smokin Out the Window,Bruno Mars,87,"dance pop, pop",40743011,0,0.0558,0.627,197443,0.618,0,-8.529,82.03,0.848
Leave the Door Open,Bruno Mars,87,"dance pop, pop",40743011,0,0.182,0.586,242096,0.616,0,-7.964,148.088,0.719
Love's Train,Bruno Mars,87,"dance pop, pop",40743011,0,0.029,0.71,307014,0.625,1.10E-05,-9.008,140.994,0.784
24K Magic,Bruno Mars,87,"dance pop, pop",40743011,1,0.034,0.818,225983,0.804,0,-4.282,106.969,0.634
Leave the Door Open,Bruno Mars,87,"dance pop, pop",40743011,0,0.182,0.586,242096,0.616,0,-7.964,148.088,0.719
Head Off,DaBaby,83,"north carolina hip hop, rap, trap",9667695,66,0.133,0.711,180870,0.64,0,-6.605,138.114,0.579
Long Drives,BoyWithUke,78,,1401969,72,0.676,0.854,159646,0.675,3.45E-05,-7.509,130.002,0.982
Follow You,Imagine Dragons,87,"modern rock, rock",40280264,1,0.00209,0.542,175644,0.732,7.92E-05,-5.956,124.912,0.489
Thunder,Imagine Dragons,87,"modern rock, rock",40280264,0,0.00866,0.601,187147,0.824,0.173,-4.757,167.965,0.246
Follow You,Imagine Dragons,87,"modern rock, rock",40280264,1,0.00209,0.542,175644,0.732,7.92E-05,-5.956,124.912,0.489
Follow You,Imagine Dragons,87,"modern rock, rock",40280264,1,0.00209,0.542,175644,0.732,7.92E-05,-5.956,124.912,0.489
Enemy - from the series Arcane League of Legends,Imagine Dragons,87,"modern rock, rock",40280264,0,0.237,0.728,173381,0.783,0,-4.424,77.011,0.555
Believer,Imagine Dragons,87,"modern rock, rock",40280264,1,0.0504,0.766,204347,0.775,0,-4.267,124.751,0.695
Follow You,Imagine Dragons,87,"modern rock, rock",40280264,0,0.00209,0.542,175644,0.732,7.92E-05,-5.956,124.912,0.489
Wrecked,Imagine Dragons,87,"modern rock, rock",40280264,0,0.149,0.625,244005,0.562,1.67E-05,-5.828,93.998,0.229
Follow You,Imagine Dragons,87,"modern rock, rock",40280264,0,0.00209,0.542,175644,0.732,7.92E-05,-5.956,124.912,0.489
Follow You,Imagine Dragons,87,"modern rock, rock",40280264,2,0.00209,0.542,175644,0.732,7.92E-05,-5.956,124.912,0.489
Enemy - from the series Arcane League of Legends,Imagine Dragons,87,"modern rock, rock",40280264,1,0.237,0.728,173381,0.783,0,-4.424,77.011,0.555
PS5 (with TOMORROW X TOGETHER & Alan Walker),salem ilese,67,"alt z, modern indie pop, pop",240440,78,0.0131,0.602,152214,0.642,5.33E-06,-5.404,175.978,0.54
Weatherman,Eddie Benjamin,54,modern indie pop,31629,70,0.183,0.772,145979,0.437,0,-6.877,96.971,0.814
twin flame,Machine Gun Kelly,81,ohio hip hop,4604714,70,0.46,0.402,239212,0.27,0,-8.275,140.036,0.123
Let The Smokers Shine The Coupes,Pusha T,76,"hip hop, rap, southern hip hop, trap, underground hip hop, virginia hip hop",2455825,68,0.00542,0.687,150277,0.886,0.774,-4.165,98.918,0.189
DARARI,TREASURE,70,,1745333,82,0.486,0.716,220716,0.638,0,-6.87,84.955,0.552
